"customer_id","lifetime_sales","lifetime_profit","customer_tier"
MP-81751,944,227.67,Silver (Low Margin)
SP-106501,431,-123.795,Red (Loss Making)
MC-176052,3719,906.51,Silver (Low Margin)
BP-10501,2953,969.384,Silver (Low Margin)
CM-18152,40,0,Silver (Low Margin)
KH-166303,1597,376.51536,Silver (Low Margin)
MP-179654,3984,638.1563,Silver (Low Margin)
TB-213551,2568,775.305,Silver (Low Margin)
CY-127454,2900,60.6467,Silver (Low Margin)
SZ-200351,7512,1892.2350,Gold (Profitable)
AH-100753,3044,1105.30792,Gold (Profitable)
MP-179653,4263,814.536,Silver (Low Margin)
KM-163753,1813,-61.42836,Red (Loss Making)
LB-67951,247,-262.935,Red (Loss Making)
SL-101552,28,3.06,Silver (Low Margin)
HJ-148753,451,74.968,Silver (Low Margin)
DW-134804,5272,1348.7556,Gold (Profitable)
BF-112752,4357,211.722,Silver (Low Margin)
KB-162402,1158,319.395,Silver (Low Margin)
MA-175601,1209,52.0914,Silver (Low Margin)
RB-194654,4714,640.5466,Silver (Low Margin)
DS-131803,5338,398.668,Silver (Low Margin)
NH-86102,1005,426.30,Silver (Low Margin)
SP-106502,342,67.32,Silver (Low Margin)
LD-168552,8109,1194.249,Gold (Profitable)
HM-148602,9940,2385.405,Gold (Profitable)
Dp-32401,382,66.69,Silver (Low Margin)
CP-120854,5401,427.0258,Silver (Low Margin)
KN-167054,2280,329.7625,Silver (Low Margin)
SP-205451,3130,713.4807,Silver (Low Margin)
MH-174403,601,150.652,Silver (Low Margin)
AH-1201,1476,379.62,Silver (Low Margin)
BW-111103,3206,414.652,Silver (Low Margin)
NC-185352,565,128.382,Silver (Low Margin)
JD-158952,3959,-382.335,Red (Loss Making)
CR-125803,397,36.988,Silver (Low Margin)
AS-2253,189,25.14,Silver (Low Margin)
LS-172003,6997,1159.89252,Gold (Profitable)
HR-148302,1333,-76.050,Red (Loss Making)
HR-48301,331,10.53,Silver (Low Margin)
LC-169604,3247,299.4802,Silver (Low Margin)
JW-152202,6622,622.395,Silver (Low Margin)
JO-155503,1050,93.936,Silver (Low Margin)
JK-56402,266,63.78,Silver (Low Margin)
DB-29101,792,198.42,Silver (Low Margin)
MZ-173352,5126,288.504,Silver (Low Margin)
LB-167954,4986,-52.1910,Red (Loss Making)
AS-6301,1908,-1014.669,Red (Loss Making)
BT-115303,1711,91.208,Silver (Low Margin)
TS-212053,2737,274.19652,Silver (Low Margin)
DW-131952,756,144.858,Silver (Low Margin)
TP-115652,573,75.78,Silver (Low Margin)
DB-31202,465,30.78,Silver (Low Margin)
RW-195402,4541,1120.4535,Gold (Profitable)
ER-138552,7927,2899.806,Gold (Profitable)
PP-189554,7254,1495.0854,Gold (Profitable)
MH-172903,4717,739.54896,Silver (Low Margin)
BT-113954,2188,257.9163,Silver (Low Margin)
EH-140054,1220,-94.1408,Red (Loss Making)
LS-169751,1977,658.0197,Silver (Low Margin)
BF-110204,2889,302.0200,Silver (Low Margin)
JB-60452,1178,361.566,Silver (Low Margin)
BT-15303,599,164.532,Silver (Low Margin)
PP-189553,533,103.068,Silver (Low Margin)
SN-207103,1711,328.61136,Silver (Low Margin)
AB-102551,4277,-879.9366,Red (Loss Making)
KC-162552,1439,260.805,Silver (Low Margin)
BB-15451,131,48.18,Silver (Low Margin)
VP-117602,1463,379.62,Silver (Low Margin)
MK-179054,2302,-405.3559,Red (Loss Making)
TB-211901,8577,1706.8104,Gold (Profitable)
HW-49351,443,-278.616,Red (Loss Making)
SW-207551,10187,865.7160,Silver (Low Margin)
ER-38552,3271,220.836,Silver (Low Margin)
JS-56851,263,38.31,Silver (Low Margin)
RA-98853,291,-54.138,Red (Loss Making)
FC-42452,594,179.358,Silver (Low Margin)
DM-135252,3505,-1682.970,Red (Loss Making)
RM-96752,212,44.4,Silver (Low Margin)
JO-151453,624,118.04,Silver (Low Margin)
AG-103003,3364,120.100,Silver (Low Margin)
CC-124302,57,6.24,Silver (Low Margin)
AM-3601,435,-94.683,Red (Loss Making)
BD-115601,1066,1.1121,Silver (Low Margin)
AH-1953,2483,-681.564,Red (Loss Making)
BF-110203,1668,-162.134,Red (Loss Making)
GD-145904,1888,230.9373,Silver (Low Margin)
JL-151752,3892,125.472,Silver (Low Margin)
NP-186852,843,86.8005,Silver (Low Margin)
KM-162254,2261,635.1057,Silver (Low Margin)
JO-55501,1880,110.010,Silver (Low Margin)
KE-164202,1983,-945.372,Red (Loss Making)
AB-6001,1384,253.56,Silver (Low Margin)
AH-100752,4526,528.414,Silver (Low Margin)
CS-22501,179,43.68,Silver (Low Margin)
CC-126102,6492,878.478,Silver (Low Margin)
GP-47401,3415,985.95,Silver (Low Margin)
DB-135554,3909,109.3270,Silver (Low Margin)
TT-214604,5365,1124.4999,Gold (Profitable)
GZ-145454,2454,828.6610,Silver (Low Margin)
JD-158954,7609,1050.2668,Gold (Profitable)
AR-103453,1607,102.452,Silver (Low Margin)
DM-35251,246,58.05,Silver (Low Margin)
LB-167952,8613,2892.717,Gold (Profitable)
BT-114852,4105,271.326,Silver (Low Margin)
AC-6152,593,158.31,Silver (Low Margin)
JG-58052,128,-122.100,Red (Loss Making)
AW-9301,413,99.255,Silver (Low Margin)
MH-77851,1580,259.854,Silver (Low Margin)
LB-67952,1550,50.790,Silver (Low Margin)
AB-106004,1515,-274.9604,Red (Loss Making)
NP-186854,1229,514.5017,Silver (Low Margin)
GK-146204,6498,1448.5525,Gold (Profitable)
TS-112052,58,-37.404,Red (Loss Making)
EB-138401,4078,848.5779,Silver (Low Margin)
DS-130302,2082,-20.148,Red (Loss Making)
CM-26552,979,-90.546,Red (Loss Making)
BT-115304,2684,409.4983,Silver (Low Margin)
AS-100451,2056,257.6274,Silver (Low Margin)
CP-23402,909,157.56,Silver (Low Margin)
QJ-92551,165,23.34,Silver (Low Margin)
DS-130303,4547,1250.444,Gold (Profitable)
DW-135852,1490,77.280,Silver (Low Margin)
YC-118952,70,14.40,Silver (Low Margin)
EM-140954,1041,240.2362,Silver (Low Margin)
RA-198851,5363,805.71,Silver (Low Margin)
DA-134503,6447,-123.99644,Red (Loss Making)
JE-161652,2278,539.883,Silver (Low Margin)
ML-73951,497,31.17,Silver (Low Margin)
FM-142152,5513,596.907,Silver (Low Margin)
AG-105252,4071,151.719,Silver (Low Margin)
HR-47702,97,31.02,Silver (Low Margin)
EM-138253,3349,49.87056,Silver (Low Margin)
BN-14702,1498,188.712,Silver (Low Margin)
LW-169903,456,-100.824,Red (Loss Making)
HE-148001,837,1.5843,Silver (Low Margin)
MA-179952,1634,259.329,Silver (Low Margin)
MC-81301,345,-66.15,Red (Loss Making)
TW-210252,4511,1203.135,Gold (Profitable)
PL-189251,10789,1784.8686,Gold (Profitable)
JD-161503,3425,515.48108,Silver (Low Margin)
SJ-101251,1050,450.15,Silver (Low Margin)
AR-104051,2010,-425.5311,Red (Loss Making)
EM-40951,1759,311.79,Silver (Low Margin)
FH-142753,1292,-120.74,Red (Loss Making)
JR-62101,617,102.69,Silver (Low Margin)
TS-212051,4519,1230.2214,Gold (Profitable)
RS-197654,4160,1206.3851,Gold (Profitable)
BG-116953,4753,517.20288,Silver (Low Margin)
HD-147852,3591,479.583,Silver (Low Margin)
ED-138854,3487,670.4435,Silver (Low Margin)
BT-113054,2568,417.5918,Silver (Low Margin)
VB-217451,4206,800.1144,Silver (Low Margin)
FM-142151,4305,41.9196,Silver (Low Margin)
AG-107654,170,-8.4310,Red (Loss Making)
NL-83101,222,62.70,Silver (Low Margin)
LC-169302,2689,722.967,Silver (Low Margin)
SF-209653,1567,311.96,Silver (Low Margin)
KH-166301,274,37.9332,Silver (Low Margin)
BT-13051,916,-80.619,Red (Loss Making)
RS-94202,12,1.65,Silver (Low Margin)
AS-100453,779,234.936,Silver (Low Margin)
JB-160453,3176,759.98528,Silver (Low Margin)
JB-160452,2394,-912.924,Red (Loss Making)
BF-112751,407,80.91,Silver (Low Margin)
TC-209801,3839,684.174,Silver (Low Margin)
MP-174703,3608,728.00000,Silver (Low Margin)
MH-77852,336,25.650,Silver (Low Margin)
CS-18451,204,42.75,Silver (Low Margin)
HW-149354,9299,2164.1611,Gold (Profitable)
AP-107204,1639,285.7888,Silver (Low Margin)
BS-15901,35,10.71,Silver (Low Margin)
SW-103501,743,-73.026,Red (Loss Making)
FM-42902,1676,388.38,Silver (Low Margin)
SV-208153,2629,669.19168,Silver (Low Margin)
CR-128204,1397,83.2703,Silver (Low Margin)
RF-193453,2424,248.0238,Silver (Low Margin)
VF-217151,3686,-1086.4470,Red (Loss Making)
FC-43352,425,137.19,Silver (Low Margin)
MA-179954,2453,280.7822,Silver (Low Margin)
KH-166904,5991,1227.5091,Gold (Profitable)
FH-43652,2561,484.428,Silver (Low Margin)
VG-218052,2410,3.900,Silver (Low Margin)
AR-108253,2435,131.224,Silver (Low Margin)
DA-134501,3460,186.3387,Silver (Low Margin)
DS-30301,691,201.72,Silver (Low Margin)
TC-215352,1763,110.13,Silver (Low Margin)
HW-49352,732,180.03,Silver (Low Margin)
CJ-118753,2494,137.88956,Silver (Low Margin)
CW-119054,1138,370.8298,Silver (Low Margin)
KD-64952,517,167.49,Silver (Low Margin)
VW-217751,6792,853.6314,Silver (Low Margin)
DS-30302,947,217.602,Silver (Low Margin)
PJ-188354,1220,442.1355,Silver (Low Margin)
DM-129553,7304,934.29232,Silver (Low Margin)
SN-207102,4389,701.874,Silver (Low Margin)
TH-212354,1024,92.7290,Silver (Low Margin)
Dp-132401,9845,2203.695,Gold (Profitable)
SZ-200353,3999,574.082,Silver (Low Margin)
PC-190001,2185,335.1153,Silver (Low Margin)
KH-166901,4562,-152.7729,Red (Loss Making)
VF-217152,2663,64.632,Silver (Low Margin)
AH-100303,4568,343.22384,Silver (Low Margin)
LC-169301,2629,328.983,Silver (Low Margin)
CV-128053,84,35.28,Silver (Low Margin)
TP-115651,285,69.39,Silver (Low Margin)
LW-68252,550,87.132,Silver (Low Margin)
CC-126103,2152,581.936,Silver (Low Margin)
MM-82802,2922,863.64,Silver (Low Margin)
LS-169454,2845,-318.7737,Red (Loss Making)
SL-101553,906,160.320,Silver (Low Margin)
CP-123404,5889,-1850.3029,Red (Loss Making)
PN-87752,499,121.89,Silver (Low Margin)
TS-214301,2649,196.6311,Silver (Low Margin)
SB-202902,4587,759.234,Silver (Low Margin)
JP-54602,503,209.34,Silver (Low Margin)
JL-51752,662,215.91,Silver (Low Margin)
SM-209502,1437,210.099,Silver (Low Margin)
PC-190002,6069,331.722,Silver (Low Margin)
TA-213852,6160,1318.443,Gold (Profitable)
RP-192702,5731,314.670,Silver (Low Margin)
TC-209802,5835,-509.871,Red (Loss Making)
SP-106202,223,-230.295,Red (Loss Making)
HJ-148754,359,98.6548,Silver (Low Margin)
FM-142904,3737,198.1095,Silver (Low Margin)
CA-119653,1591,-1633.00,Red (Loss Making)
SF-209651,988,231.6018,Silver (Low Margin)
FM-142901,3353,580.5189,Silver (Low Margin)
NC-185353,1109,-235.520,Red (Loss Making)
BF-12751,24,0.96,Silver (Low Margin)
NB-85801,633,-529.593,Red (Loss Making)
LO-171703,2462,427.8074,Silver (Low Margin)
SW-207554,759,68.2416,Silver (Low Margin)
CS-118454,1279,185.3776,Silver (Low Margin)
GZ-45452,22,2.82,Silver (Low Margin)
TH-111153,65,19.5,Silver (Low Margin)
HH-150101,6180,795.186,Silver (Low Margin)
DS-31802,7,-2.604,Red (Loss Making)
CS-18452,1390,-402.408,Red (Loss Making)
SD-204854,6121,1985.1672,Gold (Profitable)
BP-111851,4436,1288.2378,Gold (Profitable)
SM-203204,25042,-1980.7393,Red (Loss Making)
CH-120701,2440,367.1208,Silver (Low Margin)
DB-135552,1202,77.667,Silver (Low Margin)
DW-31952,1187,106.476,Silver (Low Margin)
MO-78002,2411,326.982,Silver (Low Margin)
ML-180402,4549,919.749,Silver (Low Margin)
AB-6002,4027,711.09,Silver (Low Margin)
GT-46351,1113,247.59,Silver (Low Margin)
MG-178903,1579,-712.176,Red (Loss Making)
DW-34802,2469,1201.11,Gold (Profitable)
FW-43951,683,149.31,Silver (Low Margin)
LS-169752,1123,53.730,Silver (Low Margin)
PV-189853,4636,1291.712,Gold (Profitable)
MY-182953,5779,1220.23468,Gold (Profitable)
LS-169753,2560,763.492,Silver (Low Margin)
BP-10502,2031,276.498,Silver (Low Margin)
JP-54601,113,35.43,Silver (Low Margin)
NG-83551,358,131.94,Silver (Low Margin)
ON-187154,1567,-5.8890,Red (Loss Making)
CD-27901,910,166.434,Silver (Low Margin)
NS-186403,4982,494.204,Silver (Low Margin)
SC-207704,4494,-671.1874,Red (Loss Making)
AH-6901,948,-492.612,Red (Loss Making)
LW-168254,2239,32.5767,Silver (Low Margin)
EB-137051,1641,205.1781,Silver (Low Margin)
RA-198854,3832,1292.8656,Gold (Profitable)
FC-42451,946,109.11,Silver (Low Margin)
RB-96452,135,-124.446,Red (Loss Making)
JS-159402,2143,268.341,Silver (Low Margin)
AH-100304,1744,365.2152,Silver (Low Margin)
DL-134951,4541,1172.769,Gold (Profitable)
SC-102602,2533,-101.832,Red (Loss Making)
VF-217154,847,-96.2780,Red (Loss Making)
SC-204402,631,130.176,Silver (Low Margin)
KB-66001,608,50.028,Silver (Low Margin)
CA-23102,414,83.76,Silver (Low Margin)
EM-138103,2290,561.08304,Silver (Low Margin)
VB-117452,397,74.40,Silver (Low Margin)
BF-110202,3939,576.8805,Silver (Low Margin)
DW-35851,435,36.564,Silver (Low Margin)
CM-126553,2041,-701.41012,Red (Loss Making)
AM-3602,1601,324.06,Silver (Low Margin)
CS-24902,1650,604.08,Silver (Low Margin)
CR-26252,100,25.47,Silver (Low Margin)
AH-752,137,54.9,Silver (Low Margin)
NM-84453,3845,662.31,Silver (Low Margin)
MG-176804,2351,25.8886,Silver (Low Margin)
AJ-7951,1276,160.32,Silver (Low Margin)
SN-105601,729,-276.804,Red (Loss Making)
DV-130451,5756,913.0590,Silver (Low Margin)
MA-179951,4311,830.7867,Silver (Low Margin)
JL-151753,3286,923.86376,Silver (Low Margin)
RD-98102,192,-227.262,Red (Loss Making)
RP-92702,1037,325.02,Silver (Low Margin)
CR-128203,6434,1329.67616,Gold (Profitable)
MC-175904,2427,288.9841,Silver (Low Margin)
SC-207703,3174,781.20108,Silver (Low Margin)
CD-127903,463,67.408,Silver (Low Margin)
BD-115603,2756,616.81764,Silver (Low Margin)
SC-107702,55,2.73,Silver (Low Margin)
CD-127901,1025,318.87,Silver (Low Margin)
SM-109502,1223,122.388,Silver (Low Margin)
CS-122501,2520,526.8198,Silver (Low Margin)
BM-115751,6011,-667.8240,Red (Loss Making)
LR-70352,813,93.81,Silver (Low Margin)
MG-82051,1355,467.04,Silver (Low Margin)
JP-161353,849,116.120,Silver (Low Margin)
PC-187454,1832,272.6850,Silver (Low Margin)
TP-215652,5103,530.160,Silver (Low Margin)
AB-100602,3345,1020.066,Gold (Profitable)
PN-187754,1467,192.0396,Silver (Low Margin)
LS-169451,4275,-40.5990,Red (Loss Making)
PN-187752,2519,226.146,Silver (Low Margin)
AO-108104,161,12.096,Silver (Low Margin)
SL-201554,3053,527.9715,Silver (Low Margin)
DH-130754,4933,1193.7404,Gold (Profitable)
MG-178901,7964,-559.2741,Red (Loss Making)
BP-10951,414,3.756,Silver (Low Margin)
ES-40801,960,300.24,Silver (Low Margin)
AG-107651,1586,93.2115,Silver (Low Margin)
HE-148002,2874,948.48,Silver (Low Margin)
ME-73201,419,-170.682,Red (Loss Making)
DH-36753,1220,145.428,Silver (Low Margin)
GT-146352,3599,558.36,Silver (Low Margin)
AS-102252,6300,402.3540,Silver (Low Margin)
RS-194201,2441,49.8738,Silver (Low Margin)
AH-753,45,18.78,Silver (Low Margin)
BF-110054,1336,-291.3811,Red (Loss Making)
BE-13352,615,-134.58,Red (Loss Making)
NK-184904,571,121.2177,Silver (Low Margin)
MC-174252,526,119.472,Silver (Low Margin)
CW-19051,922,179.10,Silver (Low Margin)
DL-134952,5618,851.643,Silver (Low Margin)
BT-115302,2488,192.699,Silver (Low Margin)
DP-131052,926,188.388,Silver (Low Margin)
EL-137353,2651,315.964,Silver (Low Margin)
DV-130453,9018,-134.02108,Red (Loss Making)
BE-114554,1728,139.2008,Silver (Low Margin)
Dp-132402,980,217.47,Silver (Low Margin)
CJ-18752,1020,35.622,Silver (Low Margin)
RW-95402,878,-17.496,Red (Loss Making)
CS-118452,850,-81.897,Red (Loss Making)
AR-4051,144,25.86,Silver (Low Margin)
TC-214752,3170,244.155,Silver (Low Margin)
GG-46502,974,21.552,Silver (Low Margin)
FA-142304,2984,520.5229,Silver (Low Margin)
HH-50101,1296,305.52,Silver (Low Margin)
SJ-201254,3950,144.1189,Silver (Low Margin)
HE-48002,863,202.02,Silver (Low Margin)
PL-89251,261,97.86,Silver (Low Margin)
ML-180401,2753,562.788,Silver (Low Margin)
JM-156554,865,117.2040,Silver (Low Margin)
RB-194651,7408,1058.628,Gold (Profitable)
MH-72901,1684,365.40,Silver (Low Margin)
KL-165553,2480,-67.516,Red (Loss Making)
GP-47402,1196,-113.517,Red (Loss Making)
PS-190453,7221,916.562,Silver (Low Margin)
KL-65551,1401,46.152,Silver (Low Margin)
NB-186553,392,122.228,Silver (Low Margin)
FH-142754,4257,1073.2676,Gold (Profitable)
KN-64502,548,-628.872,Red (Loss Making)
DL-34951,655,-819.192,Red (Loss Making)
KH-66901,405,154.20,Silver (Low Margin)
ER-138553,1537,305.892,Silver (Low Margin)
MG-182053,3134,49.5046,Silver (Low Margin)
HM-48601,259,125.19,Silver (Low Margin)
SN-107102,510,139.656,Silver (Low Margin)
FH-143652,4470,794.1765,Silver (Low Margin)
DH-130752,2386,380.3205,Silver (Low Margin)
PH-187904,730,47.8878,Silver (Low Margin)
JG-53101,836,158.724,Silver (Low Margin)
RB-197953,9463,2142.98884,Gold (Profitable)
KS-63001,113,28.23,Silver (Low Margin)
KN-167052,548,107.178,Silver (Low Margin)
RD-198103,2519,416.41296,Silver (Low Margin)
PA-190601,1265,3.5742,Silver (Low Margin)
TT-114602,1462,-159.486,Red (Loss Making)
SP-208603,3553,290.45496,Silver (Low Margin)
DJ-134203,3740,260.54064,Silver (Low Margin)
SC-206952,3888,662.5425,Silver (Low Margin)
SC-200502,1982,199.554,Silver (Low Margin)
JR-162102,1888,345.33,Silver (Low Margin)
JP-54603,2680,194.718,Silver (Low Margin)
DW-135851,4415,830.0460,Silver (Low Margin)
NF-184751,3008,758.9205,Silver (Low Margin)
LA-167801,8091,474.4389,Silver (Low Margin)
RB-97951,68,-26.862,Red (Loss Making)
MY-73801,158,-111.03,Red (Loss Making)
BN-114702,3729,-599.004,Red (Loss Making)
TH-215504,4234,-571.9678,Red (Loss Making)
SW-107552,779,212.70,Silver (Low Margin)
PB-92102,5031,-665.334,Red (Loss Making)
BV-112451,6258,510.5010,Silver (Low Margin)
SC-206802,1673,251.712,Silver (Low Margin)
LB-167953,2504,156.93672,Silver (Low Margin)
DR-28802,1201,398.844,Silver (Low Margin)
ME-180103,1888,125.62892,Silver (Low Margin)
CL-27001,1393,137.37,Silver (Low Margin)
PS-189701,5988,-338.142,Red (Loss Making)
EM-38253,325,3.606,Silver (Low Margin)
DH-136753,822,-54.764,Red (Loss Making)
HP-48151,608,123.09,Silver (Low Margin)
JB-154001,432,-4.284,Red (Loss Making)
MC-176353,10126,2117.876,Gold (Profitable)
ME-173204,10665,1859.4695,Gold (Profitable)
BD-115604,321,116.7140,Silver (Low Margin)
NC-185351,1137,207.357,Silver (Low Margin)
JP-154603,1818,240.79192,Silver (Low Margin)
TA-213851,9717,-199.1610,Red (Loss Making)
CC-121002,4417,873.027,Silver (Low Margin)
JB-54001,1666,253.41,Silver (Low Margin)
EL-137351,4219,173.910,Silver (Low Margin)
DM-129551,7348,856.0536,Silver (Low Margin)
FC-143353,1180,162.99844,Silver (Low Margin)
PK-89101,948,-627.654,Red (Loss Making)
NL-183101,6982,949.7808,Silver (Low Margin)
JD-158951,2372,343.7283,Silver (Low Margin)
BM-16502,17,6.51,Silver (Low Margin)
KB-162401,2930,228.738,Silver (Low Margin)
SP-208602,4911,891.5985,Silver (Low Margin)
ND-184602,5124,811.500,Silver (Low Margin)
VG-118051,85,-135.300,Red (Loss Making)
AY-105553,1125,400.98844,Silver (Low Margin)
HG-149654,3250,-2797.9635,Red (Loss Making)
FA-42301,172,6.732,Silver (Low Margin)
MY-173804,2255,319.1211,Silver (Low Margin)
DM-135254,1378,199.7688,Silver (Low Margin)
MH-74402,326,39.03,Silver (Low Margin)
SG-108901,459,-60.462,Red (Loss Making)
AD-101804,6106,1869.9294,Gold (Profitable)
CR-125801,4013,-102.5175,Red (Loss Making)
MZ-175151,5508,966.8355,Silver (Low Margin)
MC-181302,3277,681.348,Silver (Low Margin)
SV-208151,8359,537.7620,Silver (Low Margin)
PO-91951,7799,1124.16,Gold (Profitable)
EM-138251,4013,678.5646,Silver (Low Margin)
AS-101351,4430,515.8152,Silver (Low Margin)
TT-212652,251,49.233,Silver (Low Margin)
KB-62401,868,219.51,Silver (Low Margin)
EH-140053,2489,488.908,Silver (Low Margin)
TW-210251,3359,1442.7816,Gold (Profitable)
SS-101403,3316,1061.40,Gold (Profitable)
PS-90451,341,27.42,Silver (Low Margin)
NM-184451,8764,1340.0859,Gold (Profitable)
DW-135854,1205,-266.8966,Red (Loss Making)
SF-209654,3338,539.9352,Silver (Low Margin)
VT-217001,10839,736.0296,Silver (Low Margin)
CG-120401,1925,202.5000,Silver (Low Margin)
EB-37051,2720,506.97,Silver (Low Margin)
AD-101801,9209,-25.8777,Red (Loss Making)
JM-56552,1164,249.54,Silver (Low Margin)
HH-150104,219,86.7342,Silver (Low Margin)
DK-128351,2628,449.7807,Silver (Low Margin)
PB-188053,3001,348.03184,Silver (Low Margin)
MZ-75151,1234,-413.829,Red (Loss Making)
AW-109304,2853,-104.5486,Red (Loss Making)
BM-116501,835,94.515,Silver (Low Margin)
JS-55951,59,-5.901,Red (Loss Making)
KS-163002,2051,568.542,Silver (Low Margin)
GM-146952,4693,-1107.819,Red (Loss Making)
BE-14552,403,109.8,Silver (Low Margin)
SP-206503,2501,392.45664,Silver (Low Margin)
SP-205453,1332,309.940,Silver (Low Margin)
HJ-148752,4961,1264.6575,Gold (Profitable)
CR-126254,475,144.7594,Silver (Low Margin)
SM-203201,1002,-57.1734,Red (Loss Making)
CC-126101,5637,1158.345,Gold (Profitable)
CB-125354,4247,1049.5601,Gold (Profitable)
MT-180703,204,-17.140,Red (Loss Making)
ML-173953,3221,547.78788,Silver (Low Margin)
AG-105253,2620,23.816,Silver (Low Margin)
DB-129101,1088,-49.7133,Red (Loss Making)
KS-163003,984,160.98748,Silver (Low Margin)
MH-176203,5040,-221.98512,Red (Loss Making)
TZ-114452,154,41.28,Silver (Low Margin)
HW-149353,195,26.524,Silver (Low Margin)
JM-152653,3318,505.548,Silver (Low Margin)
PB-88052,620,19.77,Silver (Low Margin)
DK-131501,4872,442.2700,Silver (Low Margin)
DA-134504,157,56.7904,Silver (Low Margin)
CV-28052,2021,-758.262,Red (Loss Making)
GH-44101,967,404.73,Silver (Low Margin)
SC-107703,1953,-136.032,Red (Loss Making)
SS-205151,2070,311.6361,Silver (Low Margin)
HM-148603,4851,1179.912,Gold (Profitable)
MF-176653,2935,434.32344,Silver (Low Margin)
SS-201402,5653,-3957.138,Red (Loss Making)
AS-101354,58,21.8496,Silver (Low Margin)
BB-115453,1146,47.72188,Silver (Low Margin)
MG-76802,1421,-484.320,Red (Loss Making)
MY-182954,4151,-371.7111,Red (Loss Making)
FA-42302,643,244.2,Silver (Low Margin)
FM-142154,2456,249.6808,Silver (Low Margin)
NG-183551,2074,452.433,Silver (Low Margin)
SB-202904,8057,-2082.7451,Red (Loss Making)
AJ-107953,930,108.032,Silver (Low Margin)
DP-33903,571,167.34,Silver (Low Margin)
KM-162251,5006,-579.9264,Red (Loss Making)
RS-198704,22,9.5838,Silver (Low Margin)
EL-137352,3520,625.608,Silver (Low Margin)
NH-86101,31,11.31,Silver (Low Margin)
JE-61652,213,53.25,Silver (Low Margin)
NM-184452,1335,328.854,Silver (Low Margin)
EM-141402,741,92.613,Silver (Low Margin)
JP-61352,4201,1418.46,Gold (Profitable)
MP-81752,1225,-150.366,Red (Loss Making)
FG-142601,5148,236.718,Silver (Low Margin)
DK-32251,822,101.64,Silver (Low Margin)
KF-62851,291,62.592,Silver (Low Margin)
DP-133903,1141,296.90,Silver (Low Margin)
ES-140802,2036,161.223,Silver (Low Margin)
CK-127602,2293,412.899,Silver (Low Margin)
EM-38252,13,0.24,Silver (Low Margin)
AC-104201,4086,709.7487,Silver (Low Margin)
SC-100501,1493,232.50,Silver (Low Margin)
CM-18151,392,82.854,Silver (Low Margin)
JR-162104,2202,452.3730,Silver (Low Margin)
PN-87751,1024,353.82,Silver (Low Margin)
PB-192103,2497,-134.4156,Red (Loss Making)
MS-179803,4065,-1119.576,Red (Loss Making)
AG-103002,6071,1280.598,Gold (Profitable)
RB-94651,418,68.97,Silver (Low Margin)
BG-16951,413,-174.300,Red (Loss Making)
RS-197651,3052,445.3290,Silver (Low Margin)
AW-9302,370,-4.17,Red (Loss Making)
MH-76202,129,38.88,Silver (Low Margin)
SS-205152,2889,-285.444,Red (Loss Making)
SC-206951,10871,1032.3714,Gold (Profitable)
MY-173801,6052,896.7648,Silver (Low Margin)
JS-155954,1418,-175.5490,Red (Loss Making)
AH-100751,7291,-928.8675,Red (Loss Making)
CJ-118751,9269,1623.2814,Gold (Profitable)
RW-95401,4821,1269.90,Gold (Profitable)
ML-173952,6747,-322.278,Red (Loss Making)
EB-139753,4883,777.798,Silver (Low Margin)
BT-113953,337,94.98,Silver (Low Margin)
CC-121003,3997,866.67224,Silver (Low Margin)
MW-182352,3020,-1258.977,Red (Loss Making)
DB-31201,206,-272.898,Red (Loss Making)
DB-132704,4655,841.8264,Silver (Low Margin)
MC-181304,1582,121.7565,Silver (Low Margin)
JK-161201,6498,951.0360,Silver (Low Margin)
GM-146951,2548,739.8510,Silver (Low Margin)
EK-37951,174,12.663,Silver (Low Margin)
PS-89702,1339,-387.972,Red (Loss Making)
LA-167802,6678,1053.801,Gold (Profitable)
MF-182501,6176,100.1316,Silver (Low Margin)
BS-113802,1671,376.422,Silver (Low Margin)
BF-109752,2455,369.9225,Silver (Low Margin)
TH-215503,2972,393.076,Silver (Low Margin)
GH-44102,644,161.61,Silver (Low Margin)
LA-67801,559,148.62,Silver (Low Margin)
AG-107653,5913,1055.002,Gold (Profitable)
BF-110052,3911,-430.380,Red (Loss Making)
MA-175602,2823,-574.947,Red (Loss Making)
DB-29702,332,93.15,Silver (Low Margin)
SS-201401,6973,1952.4642,Gold (Profitable)
TB-211754,3589,829.1635,Silver (Low Margin)
KD-166153,2376,179.71312,Silver (Low Margin)
CS-22502,1739,347.994,Silver (Low Margin)
DB-131204,2974,-1421.7692,Red (Loss Making)
CS-24002,552,118.80,Silver (Low Margin)
MC-74251,1381,-1144.839,Red (Loss Making)
MH-74403,268,85.29,Silver (Low Margin)
SC-104401,1648,-349.563,Red (Loss Making)
VT-117002,1030,219.12,Silver (Low Margin)
PO-191952,2524,479.70,Silver (Low Margin)
NS-186402,4581,156.651,Silver (Low Margin)
CK-27601,2081,377.19,Silver (Low Margin)
RB-197954,5633,-461.7332,Red (Loss Making)
SH-206351,3327,271.1733,Silver (Low Margin)
DB-129102,5773,1314.876,Gold (Profitable)
DG-133004,3195,562.7761,Silver (Low Margin)
HR-148303,1117,76.34336,Silver (Low Margin)
AS-101353,346,-128.192,Red (Loss Making)
KM-163751,2191,298.971,Silver (Low Margin)
RS-97651,960,288.42,Silver (Low Margin)
MM-82801,664,-574.245,Red (Loss Making)
