"location_key","city","state","country","region","market"
Khasavyurt-Dagestan-Russia,Khasavyurt,Dagestan,Russia,EMEA,EMEA
Nashville-Tennessee-United States,Nashville,Tennessee,United States,South,US
Livingston-Scotland-United Kingdom,Livingston,Scotland,United Kingdom,North,EU
Marion-Ohio-United States,Marion,Ohio,United States,East,US
Lawton-Oklahoma-United States,Lawton,Oklahoma,United States,Central,US
San Fernando-San Fernando-Trinidad and Tobago,San Fernando,San Fernando,Trinidad and Tobago,Caribbean,LATAM
Kindu-Maniema-Democratic Republic of the Congo,Kindu,Maniema,Democratic Republic of the Congo,Africa,Africa
Montería-Córdoba-Colombia,Montería,Córdoba,Colombia,South,LATAM
Piatra-Neamt-Neamt-Romania,Piatra-Neamt,Neamt,Romania,EMEA,EMEA
Rimini-Emilia-Romagna-Italy,Rimini,Emilia-Romagna,Italy,South,EU
Haikou-Hainan-China,Haikou,Hainan,China,North Asia,APAC
Issy-les-Moulineaux-Ile-de-France-France,Issy-les-Moulineaux,Ile-de-France,France,Central,EU
Palo Negro-Aragua-Venezuela,Palo Negro,Aragua,Venezuela,South,LATAM
Whyalla-South Australia-Australia,Whyalla,South Australia,Australia,Oceania,APAC
Southport-England-United Kingdom,Southport,England,United Kingdom,North,EU
São Luís-Maranhão-Brazil,São Luís,Maranhão,Brazil,South,LATAM
Gardanne-Provence-Alpes-Côte d'Azur-France,Gardanne,Provence-Alpes-Côte d'Azur,France,Central,EU
Nuneaton-England-United Kingdom,Nuneaton,England,United Kingdom,North,EU
El Tigre-Anzoátegui-Venezuela,El Tigre,Anzoátegui,Venezuela,South,LATAM
Itapevi-São Paulo-Brazil,Itapevi,São Paulo,Brazil,South,LATAM
Cirebon-Jawa Barat-Indonesia,Cirebon,Jawa Barat,Indonesia,Southeast Asia,APAC
Redwood City-California-United States,Redwood City,California,United States,West,US
Mombasa-Coast-Kenya,Mombasa,Coast,Kenya,Africa,Africa
Milan-Lombardy-Italy,Milan,Lombardy,Italy,South,EU
Quchan-Razavi Khorasan-Iran,Quchan,Razavi Khorasan,Iran,EMEA,EMEA
Solna-Stockholm-Sweden,Solna,Stockholm,Sweden,North,EU
Norman-Oklahoma-United States,Norman,Oklahoma,United States,Central,US
Ugep-Cross River-Nigeria,Ugep,Cross River,Nigeria,Africa,Africa
Wilhelmshaven-Lower Saxony-Germany,Wilhelmshaven,Lower Saxony,Germany,Central,EU
Van-Van-Turkey,Van,Van,Turkey,EMEA,EMEA
Pearland-Texas-United States,Pearland,Texas,United States,Central,US
Gien-Centre-France,Gien,Centre,France,Central,EU
Leipzig-Saxony-Germany,Leipzig,Saxony,Germany,Central,EU
Roswell-Georgia-United States,Roswell,Georgia,United States,South,US
Camaçari-Bahia-Brazil,Camaçari,Bahia,Brazil,South,LATAM
Cruz das Almas-Bahia-Brazil,Cruz das Almas,Bahia,Brazil,South,LATAM
Kiziltepe-Mardin-Turkey,Kiziltepe,Mardin,Turkey,EMEA,EMEA
Ilhéus-Bahia-Brazil,Ilhéus,Bahia,Brazil,South,LATAM
Floridablanca-Santander-Colombia,Floridablanca,Santander,Colombia,South,LATAM
Zhenjiang-Jiangsu-China,Zhenjiang,Jiangsu,China,North Asia,APAC
Rogers-Arkansas-United States,Rogers,Arkansas,United States,South,US
Burgas-Burgas-Bulgaria,Burgas,Burgas,Bulgaria,EMEA,EMEA
Cuautitlán-México-Mexico,Cuautitlán,México,Mexico,North,LATAM
Fano-Marche-Italy,Fano,Marche,Italy,South,EU
Wollongong-New South Wales-Australia,Wollongong,New South Wales,Australia,Oceania,APAC
Denizli-Denizli-Turkey,Denizli,Denizli,Turkey,EMEA,EMEA
Naperville-Illinois-United States,Naperville,Illinois,United States,Central,US
Jefferson City-Missouri-United States,Jefferson City,Missouri,United States,Central,US
Elx-Valenciana-Spain,Elx,Valenciana,Spain,South,EU
Bartlett-Tennessee-United States,Bartlett,Tennessee,United States,South,US
Narbonne-Languedoc-Roussillon-France,Narbonne,Languedoc-Roussillon,France,Central,EU
Oswego-Illinois-United States,Oswego,Illinois,United States,Central,US
Ris-Orangis-Ile-de-France-France,Ris-Orangis,Ile-de-France,France,Central,EU
Memphis-Tennessee-United States,Memphis,Tennessee,United States,South,US
Gaithersburg-Maryland-United States,Gaithersburg,Maryland,United States,East,US
Orihuela-Valenciana-Spain,Orihuela,Valenciana,Spain,South,EU
Fairfield-Ohio-United States,Fairfield,Ohio,United States,East,US
Viersen-North Rhine-Westphalia-Germany,Viersen,North Rhine-Westphalia,Germany,Central,EU
Monroe-Louisiana-United States,Monroe,Louisiana,United States,South,US
Tarbes-Midi-Pyrénées-France,Tarbes,Midi-Pyrénées,France,Central,EU
Miass-Chelyabinsk-Russia,Miass,Chelyabinsk,Russia,EMEA,EMEA
Matanzas-Matanzas-Cuba,Matanzas,Matanzas,Cuba,Caribbean,LATAM
Canton-Michigan-United States,Canton,Michigan,United States,Central,US
Guwahati-Assam-India,Guwahati,Assam,India,Central Asia,APAC
Cleveland-Ohio-United States,Cleveland,Ohio,United States,East,US
Zapopan-Jalisco-Mexico,Zapopan,Jalisco,Mexico,North,LATAM
Punta Arenas-Magallanes y Antártica Chilena-Chile,Punta Arenas,Magallanes y Antártica Chilena,Chile,South,LATAM
Greifswald-Mecklenburg-Vorpommern-Germany,Greifswald,Mecklenburg-Vorpommern,Germany,Central,EU
Florence-Tuscany-Italy,Florence,Tuscany,Italy,South,EU
Culiacán-Sinaloa-Mexico,Culiacán,Sinaloa,Mexico,North,LATAM
Kumasi-Ashanti-Ghana,Kumasi,Ashanti,Ghana,Africa,Africa
Bolton-England-United Kingdom,Bolton,England,United Kingdom,North,EU
Talavera de la Reina-Castile-La Mancha-Spain,Talavera de la Reina,Castile-La Mancha,Spain,South,EU
Rochdale-England-United Kingdom,Rochdale,England,United Kingdom,North,EU
Westland-Michigan-United States,Westland,Michigan,United States,Central,US
Perth Amboy-New Jersey-United States,Perth Amboy,New Jersey,United States,East,US
Littleton-Colorado-United States,Littleton,Colorado,United States,West,US
Pontianak-Kalimantan Barat-Indonesia,Pontianak,Kalimantan Barat,Indonesia,Southeast Asia,APAC
Saint-Genis-Laval-Rhône-Alpes-France,Saint-Genis-Laval,Rhône-Alpes,France,Central,EU
Shushtar-Khuzestan-Iran,Shushtar,Khuzestan,Iran,EMEA,EMEA
Berdyans'k-Zaporizhzhya-Ukraine,Berdyans'k,Zaporizhzhya,Ukraine,EMEA,EMEA
Bolívar-Bolivar-Venezuela,Bolívar,Bolivar,Venezuela,South,LATAM
Valencia-Valenciana-Spain,Valencia,Valenciana,Spain,South,EU
Campina Grande-Paraíba-Brazil,Campina Grande,Paraíba,Brazil,South,LATAM
Shijiazhuang-Hebei-China,Shijiazhuang,Hebei,China,North Asia,APAC
Palermo-Sicily-Italy,Palermo,Sicily,Italy,South,EU
Troyes-Champagne-Ardenne-France,Troyes,Champagne-Ardenne,France,Central,EU
Cape Coast-Central-Ghana,Cape Coast,Central,Ghana,Africa,Africa
Bitonto-Apulia-Italy,Bitonto,Apulia,Italy,South,EU
Santiago-Santiago-Chile,Santiago,Santiago,Chile,South,LATAM
Mesa-Arizona-United States,Mesa,Arizona,United States,West,US
Vitoria-Basque Country-Spain,Vitoria,Basque Country,Spain,South,EU
Sorgues-Provence-Alpes-Côte d'Azur-France,Sorgues,Provence-Alpes-Côte d'Azur,France,Central,EU
Palm Coast-Florida-United States,Palm Coast,Florida,United States,South,US
Colchester-England-United Kingdom,Colchester,England,United Kingdom,North,EU
Huainan-Anhui-China,Huainan,Anhui,China,North Asia,APAC
Yueyang-Hunan-China,Yueyang,Hunan,China,North Asia,APAC
Caldwell-Idaho-United States,Caldwell,Idaho,United States,West,US
Valle Hermoso-Tamaulipas-Mexico,Valle Hermoso,Tamaulipas,Mexico,North,LATAM
Consolación del Sur-Pinar del Río-Cuba,Consolación del Sur,Pinar del Río,Cuba,Caribbean,LATAM
Reading-Pennsylvania-United States,Reading,Pennsylvania,United States,East,US
Bourges-Centre-France,Bourges,Centre,France,Central,EU
Funtua-Katsina-Nigeria,Funtua,Katsina,Nigeria,Africa,Africa
Jamnagar-Gujarat-India,Jamnagar,Gujarat,India,Central Asia,APAC
San Juan del Río-Querétaro-Mexico,San Juan del Río,Querétaro,Mexico,North,LATAM
Osasco-São Paulo-Brazil,Osasco,São Paulo,Brazil,South,LATAM
Presidente Prudente-São Paulo-Brazil,Presidente Prudente,São Paulo,Brazil,South,LATAM
Catia La Mar-Vargas-Venezuela,Catia La Mar,Vargas,Venezuela,South,LATAM
Bonao-Monseñor Nouel-Dominican Republic,Bonao,Monseñor Nouel,Dominican Republic,Caribbean,LATAM
Boulogne-Billancourt-Ile-de-France-France,Boulogne-Billancourt,Ile-de-France,France,Central,EU
Tongchuan-Shaanxi-China,Tongchuan,Shaanxi,China,North Asia,APAC
Loveland-Colorado-United States,Loveland,Colorado,United States,West,US
Torre del Greco-Campania-Italy,Torre del Greco,Campania,Italy,South,EU
Mallawi-Al Minya-Egypt,Mallawi,Al Minya,Egypt,Africa,Africa
Queanbeyan-New South Wales-Australia,Queanbeyan,New South Wales,Australia,Oceania,APAC
Quincy-Illinois-United States,Quincy,Illinois,United States,Central,US
Konya-Konya-Turkey,Konya,Konya,Turkey,EMEA,EMEA
La Paz-Baja California Sur-Mexico,La Paz,Baja California Sur,Mexico,North,LATAM
Sofia-Sofiya-Grad-Bulgaria,Sofia,Sofiya-Grad,Bulgaria,EMEA,EMEA
Takasaki-Gunma-Japan,Takasaki,Gunma,Japan,North Asia,APAC
Abuja-Abuja Capital Territory-Nigeria,Abuja,Abuja Capital Territory,Nigeria,Africa,Africa
Benxi-Liaoning-China,Benxi,Liaoning,China,North Asia,APAC
Manzanillo-Granma-Cuba,Manzanillo,Granma,Cuba,Caribbean,LATAM
Bonn-North Rhine-Westphalia-Germany,Bonn,North Rhine-Westphalia,Germany,Central,EU
Bokaro-Jharkhand-India,Bokaro,Jharkhand,India,Central Asia,APAC
Carpi-Emilia-Romagna-Italy,Carpi,Emilia-Romagna,Italy,South,EU
Mont-Saint-Aignan-Upper Normandy-France,Mont-Saint-Aignan,Upper Normandy,France,Central,EU
Spijkenisse-South Holland-Netherlands,Spijkenisse,South Holland,Netherlands,Central,EU
Qazvin-Qazvin-Iran,Qazvin,Qazvin,Iran,EMEA,EMEA
Velletri-Lazio-Italy,Velletri,Lazio,Italy,South,EU
Trieste-Friuli-Venezia Giulia-Italy,Trieste,Friuli-Venezia Giulia,Italy,South,EU
Aurangabad-Maharashtra-India,Aurangabad,Maharashtra,India,Central Asia,APAC
Lima-Lima (city)-Peru,Lima,Lima (city),Peru,South,LATAM
K'ut'aisi-Imereti-Georgia,K'ut'aisi,Imereti,Georgia,EMEA,EMEA
Timisoara-Timis-Romania,Timisoara,Timis,Romania,EMEA,EMEA
Beijing-Beijing-China,Beijing,Beijing,China,North Asia,APAC
Pasadena-California-United States,Pasadena,California,United States,West,US
Dehra Dun-Uttarakhand-India,Dehra Dun,Uttarakhand,India,Central Asia,APAC
Garanhuns-Pernambuco-Brazil,Garanhuns,Pernambuco,Brazil,South,LATAM
Valledupar-Cesar-Colombia,Valledupar,Cesar,Colombia,South,LATAM
Mogi das Cruzes-São Paulo-Brazil,Mogi das Cruzes,São Paulo,Brazil,South,LATAM
Lagos-Lagos-Nigeria,Lagos,Lagos,Nigeria,Africa,Africa
Solingen-North Rhine-Westphalia-Germany,Solingen,North Rhine-Westphalia,Germany,Central,EU
Jiangmen-Guangdong-China,Jiangmen,Guangdong,China,North Asia,APAC
Lublin-Lublin-Poland,Lublin,Lublin,Poland,EMEA,EMEA
Kutahya-Kutahya-Turkey,Kutahya,Kutahya,Turkey,EMEA,EMEA
Trier-Rhineland-Palatinate-Germany,Trier,Rhineland-Palatinate,Germany,Central,EU
San Miguelito-Panama-Panama,San Miguelito,Panama,Panama,Central,LATAM
Xi'an-Shaanxi-China,Xi'an,Shaanxi,China,North Asia,APAC
Daytona Beach-Florida-United States,Daytona Beach,Florida,United States,South,US
San Antonio-Texas-United States,San Antonio,Texas,United States,Central,US
Hamilton-Ontario-Canada,Hamilton,Ontario,Canada,Canada,Canada
Port Macquarie-New South Wales-Australia,Port Macquarie,New South Wales,Australia,Oceania,APAC
Doncaster-England-United Kingdom,Doncaster,England,United Kingdom,North,EU
Takatsuki-Osaka-Japan,Takatsuki,Osaka,Japan,North Asia,APAC
Woodstock-Georgia-United States,Woodstock,Georgia,United States,South,US
Chaville-Ile-de-France-France,Chaville,Ile-de-France,France,Central,EU
Daejeon-Daejeon-South Korea,Daejeon,Daejeon,South Korea,North Asia,APAC
Lund-Skåne-Sweden,Lund,Skåne,Sweden,North,EU
Mantes-la-Jolie-Ile-de-France-France,Mantes-la-Jolie,Ile-de-France,France,Central,EU
Boa Vista-Roraima-Brazil,Boa Vista,Roraima,Brazil,South,LATAM
Hamme-East Flanders-Belgium,Hamme,East Flanders,Belgium,Central,EU
Xiantao-Hubei-China,Xiantao,Hubei,China,North Asia,APAC
La Paz-La Paz-Bolivia,La Paz,La Paz,Bolivia,South,LATAM
Barra Mansa-Rio de Janeiro-Brazil,Barra Mansa,Rio de Janeiro,Brazil,South,LATAM
Oyonnax-Rhône-Alpes-France,Oyonnax,Rhône-Alpes,France,Central,EU
Mbinga-Ruvuma-Tanzania,Mbinga,Ruvuma,Tanzania,Africa,Africa
Bayeux-Lower Normandy-France,Bayeux,Lower Normandy,France,Central,EU
Martigues-Provence-Alpes-Côte d'Azur-France,Martigues,Provence-Alpes-Côte d'Azur,France,Central,EU
Curitiba-Parana-Brazil,Curitiba,Parana,Brazil,South,LATAM
Wilmington-Delaware-United States,Wilmington,Delaware,United States,East,US
Cerignola-Apulia-Italy,Cerignola,Apulia,Italy,South,EU
Bergheim-North Rhine-Westphalia-Germany,Bergheim,North Rhine-Westphalia,Germany,Central,EU
Laguna Niguel-California-United States,Laguna Niguel,California,United States,West,US
Los Mochis-Sinaloa-Mexico,Los Mochis,Sinaloa,Mexico,North,LATAM
Yibin-Sichuan-China,Yibin,Sichuan,China,North Asia,APAC
Guadalajara-Jalisco-Mexico,Guadalajara,Jalisco,Mexico,North,LATAM
Frontignan-Languedoc-Roussillon-France,Frontignan,Languedoc-Roussillon,France,Central,EU
Tehran-Tehran-Iran,Tehran,Tehran,Iran,EMEA,EMEA
Chiclayo-Lambayeque-Peru,Chiclayo,Lambayeque,Peru,South,LATAM
Teziutlán-Puebla-Mexico,Teziutlán,Puebla,Mexico,North,LATAM
Safi-Doukkala-Abda-Morocco,Safi,Doukkala-Abda,Morocco,Africa,Africa
Paterson-New Jersey-United States,Paterson,New Jersey,United States,East,US
Apucarana-Parana-Brazil,Apucarana,Parana,Brazil,South,LATAM
Graz-Styria-Austria,Graz,Styria,Austria,EMEA,EMEA
Jiutepec-Morelos-Mexico,Jiutepec,Morelos,Mexico,North,LATAM
Hollywood-Florida-United States,Hollywood,Florida,United States,South,US
Albany-Western Australia-Australia,Albany,Western Australia,Australia,Oceania,APAC
Aubervilliers-Ile-de-France-France,Aubervilliers,Ile-de-France,France,Central,EU
Cochabamba-Cochabamba-Bolivia,Cochabamba,Cochabamba,Bolivia,South,LATAM
Charleroi-Hainaut-Belgium,Charleroi,Hainaut,Belgium,Central,EU
Sheboygan-Wisconsin-United States,Sheboygan,Wisconsin,United States,Central,US
Levin-Manawatu-Wanganui-New Zealand,Levin,Manawatu-Wanganui,New Zealand,Oceania,APAC
Mérida-Mérida-Venezuela,Mérida,Mérida,Venezuela,South,LATAM
Waterloo-Ontario-Canada,Waterloo,Ontario,Canada,Canada,Canada
Thionville-Lorraine-France,Thionville,Lorraine,France,Central,EU
Waco-Texas-United States,Waco,Texas,United States,Central,US
Cary-North Carolina-United States,Cary,North Carolina,United States,South,US
Lancaster-Ohio-United States,Lancaster,Ohio,United States,East,US
Flers-Lower Normandy-France,Flers,Lower Normandy,France,Central,EU
Haninge-Stockholm-Sweden,Haninge,Stockholm,Sweden,North,EU
Moorhead-Minnesota-United States,Moorhead,Minnesota,United States,Central,US
Dzhezkazgan-Qaraghandy-Kazakhstan,Dzhezkazgan,Qaraghandy,Kazakhstan,EMEA,EMEA
Salinas-California-United States,Salinas,California,United States,West,US
Verviers-Liège-Belgium,Verviers,Liège,Belgium,Central,EU
Montrouge-Ile-de-France-France,Montrouge,Ile-de-France,France,Central,EU
Montargis-Centre-France,Montargis,Centre,France,Central,EU
Verdun-Lorraine-France,Verdun,Lorraine,France,Central,EU
Menemen-Izmir-Turkey,Menemen,Izmir,Turkey,EMEA,EMEA
Diyarbakir-Diyarbakir-Turkey,Diyarbakir,Diyarbakir,Turkey,EMEA,EMEA
Gujranwala-Punjab-Pakistan,Gujranwala,Punjab,Pakistan,Central Asia,APAC
Marysville-Washington-United States,Marysville,Washington,United States,West,US
Rosenheim-Bavaria-Germany,Rosenheim,Bavaria,Germany,Central,EU
Le Petit-Quevilly-Upper Normandy-France,Le Petit-Quevilly,Upper Normandy,France,Central,EU
Laiyang-Shandong-China,Laiyang,Shandong,China,North Asia,APAC
Colorado Springs-Colorado-United States,Colorado Springs,Colorado,United States,West,US
Huaihua-Hunan-China,Huaihua,Hunan,China,North Asia,APAC
Sanming-Fujian-China,Sanming,Fujian,China,North Asia,APAC
Versailles-Ile-de-France-France,Versailles,Ile-de-France,France,Central,EU
Zaanstad-North Holland-Netherlands,Zaanstad,North Holland,Netherlands,Central,EU
Saint-Pierre-des-Corps-Centre-France,Saint-Pierre-des-Corps,Centre,France,Central,EU
Wilmington-North Carolina-United States,Wilmington,North Carolina,United States,South,US
Arnhem-Gelderland-Netherlands,Arnhem,Gelderland,Netherlands,Central,EU
Avion-Nord-Pas-de-Calais-France,Avion,Nord-Pas-de-Calais,France,Central,EU
Erftstadt-North Rhine-Westphalia-Germany,Erftstadt,North Rhine-Westphalia,Germany,Central,EU
Puertollano-Castile-La Mancha-Spain,Puertollano,Castile-La Mancha,Spain,South,EU
Chesapeake-Virginia-United States,Chesapeake,Virginia,United States,South,US
Melbourne-Victoria-Australia,Melbourne,Victoria,Australia,Oceania,APAC
Cheonan-South Chungcheong-South Korea,Cheonan,South Chungcheong,South Korea,North Asia,APAC
Tulle-Limousin-France,Tulle,Limousin,France,Central,EU
Aksu-Xinjiang Uygur-China,Aksu,Xinjiang Uygur,China,North Asia,APAC
Tampico-Tamaulipas-Mexico,Tampico,Tamaulipas,Mexico,North,LATAM
Gummersbach-North Rhine-Westphalia-Germany,Gummersbach,North Rhine-Westphalia,Germany,Central,EU
Kitwe-Copperbelt-Zambia,Kitwe,Copperbelt,Zambia,Africa,Africa
Sandnes-Rogaland-Norway,Sandnes,Rogaland,Norway,North,EU
Voronezh-Voronezh-Russia,Voronezh,Voronezh,Russia,EMEA,EMEA
Man-Dix-Huit Montagnes-Cote d'Ivoire,Man,Dix-Huit Montagnes,Cote d'Ivoire,Africa,Africa
San Francisco-California-United States,San Francisco,California,United States,West,US
Wolfsburg-Lower Saxony-Germany,Wolfsburg,Lower Saxony,Germany,Central,EU
Rosarito-Baja California-Mexico,Rosarito,Baja California,Mexico,North,LATAM
Holon-Tel Aviv-Israel,Holon,Tel Aviv,Israel,EMEA,EMEA
Nysa-Opole-Poland,Nysa,Opole,Poland,EMEA,EMEA
Pucallpa-Ucayali-Peru,Pucallpa,Ucayali,Peru,South,LATAM
La Ceiba-Atlántida-Honduras,La Ceiba,Atlántida,Honduras,Central,LATAM
Rostock-Mecklenburg-Vorpommern-Germany,Rostock,Mecklenburg-Vorpommern,Germany,Central,EU
Taboão da Serra-São Paulo-Brazil,Taboão da Serra,São Paulo,Brazil,South,LATAM
Nizhyn-Chernihiv-Ukraine,Nizhyn,Chernihiv,Ukraine,EMEA,EMEA
Chapel Allerton-England-United Kingdom,Chapel Allerton,England,United Kingdom,North,EU
Roermond-Limburg-Netherlands,Roermond,Limburg,Netherlands,Central,EU
Detroit-Michigan-United States,Detroit,Michigan,United States,Central,US
Lowell-Massachusetts-United States,Lowell,Massachusetts,United States,East,US
Brentwood-California-United States,Brentwood,California,United States,West,US
Lens-Nord-Pas-de-Calais-France,Lens,Nord-Pas-de-Calais,France,Central,EU
Taunton-England-United Kingdom,Taunton,England,United Kingdom,North,EU
Gennevilliers-Ile-de-France-France,Gennevilliers,Ile-de-France,France,Central,EU
Moa-Holguín-Cuba,Moa,Holguín,Cuba,Caribbean,LATAM
Feira de Santana-Bahia-Brazil,Feira de Santana,Bahia,Brazil,South,LATAM
Annecy-le-Vieux-Rhône-Alpes-France,Annecy-le-Vieux,Rhône-Alpes,France,Central,EU
Ituiutaba-Minas Gerais-Brazil,Ituiutaba,Minas Gerais,Brazil,South,LATAM
Zhaoyuan-Heilongjiang-China,Zhaoyuan,Heilongjiang,China,North Asia,APAC
Maubeuge-Nord-Pas-de-Calais-France,Maubeuge,Nord-Pas-de-Calais,France,Central,EU
Melun-Ile-de-France-France,Melun,Ile-de-France,France,Central,EU
Twin Falls-Idaho-United States,Twin Falls,Idaho,United States,West,US
Asunción-Asunción-Paraguay,Asunción,Asunción,Paraguay,South,LATAM
Pato Branco-Parana-Brazil,Pato Branco,Parana,Brazil,South,LATAM
Trappes-Ile-de-France-France,Trappes,Ile-de-France,France,Central,EU
San Angelo-Texas-United States,San Angelo,Texas,United States,Central,US
Denain-Nord-Pas-de-Calais-France,Denain,Nord-Pas-de-Calais,France,Central,EU
Hickory-North Carolina-United States,Hickory,North Carolina,United States,South,US
Mtwara-Mtwara-Tanzania,Mtwara,Mtwara,Tanzania,Africa,Africa
Puebla-Puebla-Mexico,Puebla,Puebla,Mexico,North,LATAM
Amadora-Lisboa-Portugal,Amadora,Lisboa,Portugal,South,EU
Wuxi-Hunan-China,Wuxi,Hunan,China,North Asia,APAC
Fort-de-France-Martinique-Martinique,Fort-de-France,Martinique,Martinique,Caribbean,LATAM
Atsugacho-Hokkaido-Japan,Atsugacho,Hokkaido,Japan,North Asia,APAC
Guangzhou-Guangdong-China,Guangzhou,Guangdong,China,North Asia,APAC
Riyadh-Ar Riyad-Saudi Arabia,Riyadh,Ar Riyad,Saudi Arabia,EMEA,EMEA
Zaozhuang-Shandong-China,Zaozhuang,Shandong,China,North Asia,APAC
Santander-Cantabria-Spain,Santander,Cantabria,Spain,South,EU
Chelyabinsk-Chelyabinsk-Russia,Chelyabinsk,Chelyabinsk,Russia,EMEA,EMEA
Oss-North Brabant-Netherlands,Oss,North Brabant,Netherlands,Central,EU
Arad-Arad-Romania,Arad,Arad,Romania,EMEA,EMEA
Ebolowa-Sud-Cameroon,Ebolowa,Sud,Cameroon,Africa,Africa
Xianyang-Shaanxi-China,Xianyang,Shaanxi,China,North Asia,APAC
Herten-North Rhine-Westphalia-Germany,Herten,North Rhine-Westphalia,Germany,Central,EU
Hove-England-United Kingdom,Hove,England,United Kingdom,North,EU
Rochester-Minnesota-United States,Rochester,Minnesota,United States,Central,US
Stourbridge-England-United Kingdom,Stourbridge,England,United Kingdom,North,EU
Bolu-Bolu-Turkey,Bolu,Bolu,Turkey,EMEA,EMEA
Malegaon-Maharashtra-India,Malegaon,Maharashtra,India,Central Asia,APAC
Toamasina-Atsinanana-Madagascar,Toamasina,Atsinanana,Madagascar,Africa,Africa
Corum-Corum-Turkey,Corum,Corum,Turkey,EMEA,EMEA
Limoges-Limousin-France,Limoges,Limousin,France,Central,EU
Tychy-Silesia-Poland,Tychy,Silesia,Poland,EMEA,EMEA
Ajaccio-Corsica-France,Ajaccio,Corsica,France,Central,EU
Essen-North Rhine-Westphalia-Germany,Essen,North Rhine-Westphalia,Germany,Central,EU
Baní-Peravia-Dominican Republic,Baní,Peravia,Dominican Republic,Caribbean,LATAM
Fargo-North Dakota-United States,Fargo,North Dakota,United States,Central,US
Palembang-Sumatera Selatan-Indonesia,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,APAC
Jiaozuo-Henan-China,Jiaozuo,Henan,China,North Asia,APAC
Beirut-Beirut-Lebanon,Beirut,Beirut,Lebanon,EMEA,EMEA
Guelma-Guelma-Algeria,Guelma,Guelma,Algeria,Africa,Africa
Irun-Basque Country-Spain,Irun,Basque Country,Spain,South,EU
Korhogo-Savanes-Cote d'Ivoire,Korhogo,Savanes,Cote d'Ivoire,Africa,Africa
Jincheng-Shanxi-China,Jincheng,Shanxi,China,North Asia,APAC
Abilene-Texas-United States,Abilene,Texas,United States,Central,US
Chapecó-Santa Catarina-Brazil,Chapecó,Santa Catarina,Brazil,South,LATAM
Santos-São Paulo-Brazil,Santos,São Paulo,Brazil,South,LATAM
Nagasaki-Nagasaki-Japan,Nagasaki,Nagasaki,Japan,North Asia,APAC
Pematangsiantar-Sumatera Utara-Indonesia,Pematangsiantar,Sumatera Utara,Indonesia,Southeast Asia,APAC
Montgomery-Alabama-United States,Montgomery,Alabama,United States,South,US
Stockton-on-Tees-England-United Kingdom,Stockton-on-Tees,England,United Kingdom,North,EU
Bideford-England-United Kingdom,Bideford,England,United Kingdom,North,EU
Oxford-England-United Kingdom,Oxford,England,United Kingdom,North,EU
Shahreza-Esfahan-Iran,Shahreza,Esfahan,Iran,EMEA,EMEA
Appleton-Wisconsin-United States,Appleton,Wisconsin,United States,Central,US
Gaoyou-Jiangsu-China,Gaoyou,Jiangsu,China,North Asia,APAC
Kuantan-Pahang-Malaysia,Kuantan,Pahang,Malaysia,Southeast Asia,APAC
Traralgon-Victoria-Australia,Traralgon,Victoria,Australia,Oceania,APAC
Mendoza-Mendoza-Argentina,Mendoza,Mendoza,Argentina,South,LATAM
Newcastle-New South Wales-Australia,Newcastle,New South Wales,Australia,Oceania,APAC
Wellington-Wellington-New Zealand,Wellington,Wellington,New Zealand,Oceania,APAC
Lianyuan-Hunan-China,Lianyuan,Hunan,China,North Asia,APAC
Ulhasnagar-Maharashtra-India,Ulhasnagar,Maharashtra,India,Central Asia,APAC
Kryvyy Rih-Dnipropetrovs'k-Ukraine,Kryvyy Rih,Dnipropetrovs'k,Ukraine,EMEA,EMEA
Arlington-Texas-United States,Arlington,Texas,United States,Central,US
Abreu e Lima-Pernambuco-Brazil,Abreu e Lima,Pernambuco,Brazil,South,LATAM
Mount Pleasant-South Carolina-United States,Mount Pleasant,South Carolina,United States,South,US
Vacaria-Rio Grande do Sul-Brazil,Vacaria,Rio Grande do Sul,Brazil,South,LATAM
Stralsund-Mecklenburg-Vorpommern-Germany,Stralsund,Mecklenburg-Vorpommern,Germany,Central,EU
Blagoveshchensk-Bashkortostan-Russia,Blagoveshchensk,Bashkortostan,Russia,EMEA,EMEA
Gorzow Wielkopolski-Lubusz-Poland,Gorzow Wielkopolski,Lubusz,Poland,EMEA,EMEA
Dudley-England-United Kingdom,Dudley,England,United Kingdom,North,EU
Ganganagar-Rajasthan-India,Ganganagar,Rajasthan,India,Central Asia,APAC
Makati-National Capital-Philippines,Makati,National Capital,Philippines,Southeast Asia,APAC
Nantong-Jiangsu-China,Nantong,Jiangsu,China,North Asia,APAC
Ocotlán-Jalisco-Mexico,Ocotlán,Jalisco,Mexico,North,LATAM
Wuhai-Inner Mongolia-China,Wuhai,Inner Mongolia,China,North Asia,APAC
San Carlos del Zulia-Zulia-Venezuela,San Carlos del Zulia,Zulia,Venezuela,South,LATAM
Suizhou-Hubei-China,Suizhou,Hubei,China,North Asia,APAC
Valdemoro-Madrid-Spain,Valdemoro,Madrid,Spain,South,EU
Blanquefort-Aquitaine-France,Blanquefort,Aquitaine,France,Central,EU
Millau-Midi-Pyrénées-France,Millau,Midi-Pyrénées,France,Central,EU
Accra-Greater Accra-Ghana,Accra,Greater Accra,Ghana,Africa,Africa
Asyut-Asyut-Egypt,Asyut,Asyut,Egypt,Africa,Africa
Cumbernauld-Scotland-United Kingdom,Cumbernauld,Scotland,United Kingdom,North,EU
